Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,4520829932.33204,4292449998.43836,4570859997.27249,9970779948.94983,16056259933.2333,20726389575.243,20906320338.9049,22726909697.0558,19542860247.7014,20309410017.8778,21577630123.0192,21364550003.767,18285429915.4282,15806639883.0414,14926370138.1684,16428240133.7624,13075460011.9591,12180620142.9367,8924639881.84929,8750409818.17246,19465899908.5426,16985979609.251,11652640188.9324,10481049994.2303,10513429996.7289,7393090030.67017,8087450051.78452,8029259947.7768,9050440068.9602,7626260236.74011,7398109941.72096,8354539930.34364,7727359953.40347,11756829836.8454,13937800003.5286,34029020484.9243,19893539831.1615,20016109659.195,22380150376.7371,14736109854.728,12516310196.3997,13031349895.4773,14198629707.3364,20948290008.5449,20508110092.1631,21159329925.5371,28095219833.374,30203890167.2363,33942180252.0752,32202229560.8521,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,460189995.288849,470059992.194175,438769990.92102,316540005.408227,518379988.908768,490470001.69754,689169996.738434,536089998.00682,765070007.324219,740209992.88559,676570001.602173,882530006.408691,880589982.032776,616099997.520447,640119987.96463,666689994.096756,684469990.01503,635850006.937981,625140010.118484,817120014.309883,943780000.925064,645610003.709794,566609996.795655,567079997.181893,575400007.247925,565400008.08239,550060004.234313,674839984.416963,400699996.948242,316899999.380112,285290003.538132,371659998.357296,316869998.931885,207090003.795922,334560003.131628,335799996.614456,362040001.034737,452220003.366471,466800004.959107,596049991.130828,530019995.212554,330979999.542236,295079995.9898,336010006.666183,360160009.145737,211209999.442101,203850000.187755,239730001.449585,355340001.106263,524600000.38147,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2538770051.00251,6517890079.97513,3514789945.37331,2596339977.26441,4109439914.70337,5349299888.61084,3089919944.76318,2887649944.30542,3872680038.45215,4601659992.21802,5441500061.03516,5631980003.35694,3913710006.71387,4637620010.37598,5272969978.33253,141639999.389648,218520004.272461,164020004.272461,221669998.168945,158619995.117188,127459999.084473,259999.990463257,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,19882799874.7826,20727909824.6098,18891320132.941,25037120004.639,31080710130.4531,39292449639.7972,38706960490.942,33826659666.1806,33700980175.674,37054969863.4148,40099400359.1538,36585350276.947,35349019960.4035,33950429738.3111,34281260113.7161,35400049864.769,34156429752.3499,30856740075.1114,29178790106.7734,29260970100.8797,39298109839.4394,40652179556.0718,34423290178.6566,29495879673.0041,31044120144.3672,24508400126.4572,27016730047.7028,23940339865.9229,25929200199.604,24908210296.154,23799019921.3028,28354929853.4393,27936059983.2535,25742869882.5836,24575199970.2454,26672550048.8281,25559670079.2313,25260529916.7633,29754790027.082,32812580138.2363,34885890244.0071,35613799731.2546,34292529837.6083,45323330288.887,43332260076.5229,47320489689.827,52789080157.9952,54303760121.1071,57498070070.2668,56751489673.6145,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,East Asia & Pacific,EAS,6578799972.70554,6215890032.58944,6506299997.27011,6249469963.05138,5454159974.0088,7609530007.30276,8699930132.92551,10014279944.9563,9878939825.83284,10657949927.4641,10770799837.8947,11703520074.7252,11996380030.7065,10911770127.8925,11686260048.7769,9259200080.79708,7775209898.53144,7250199993.31981,8141789911.74512,8651390023.30974,8954890205.39448,10157310099.6763,9559649905.67043,9687289967.72319,9936810102.52982,10194820172.8128,10064399928.0035,10046770026.5199,10505749917.8629,11177540050.1862,11290650113.821,10476409859.2848,12496110134.7152,12141619775.6268,11930040110.3869,11217889982.2421,9819489959.35172,9180639915.94314,11437190027.1177,12188810153.5141,11375609975.9638,10836429997.8614,10612579957.4852,9156680110.36515,8841389966.42083,10218170096.3974,8470089992.52319,8635260014.534,8362700039.38675,9579330109.35783,9155139966.01105,6851620030.40314,8283430050.84991,11141769944.191,8900739902.49634,9062279916.52489,8258009923.93494,8687479964.73312,8259290054.32129,7596000011.44409,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,East Asia & Pacific (excluding high income),EAP,4138040023.43118,3871980048.62666,4382379987.18023,3876239977.30762,3956029983.66952,5547550051.56994,6367450092.31567,7520009938.24005,7650899813.57753,7826349930.52483,8341419793.6058,8961060034.21545,9238680016.51764,8805850085.85453,9941540049.59017,7630120057.79892,6312869908.69045,5594469989.93307,6809859911.41014,7297940021.09393,7583820190.86182,8361200083.66928,8219179920.06615,8332269983.83552,8600110095.80642,8898180155.30333,8631729915.11226,8627730050.4595,9180499925.01549,9617000029.98859,10217440103.7097,9421399854.15339,11615780121.2911,10963429770.1307,10930340105.6603,10081769984.7408,8958719945.54251,8356299908.33998,10416790046.6919,11268180138.1111,10304630000.5913,9816009970.18814,9546689958.09555,8375150126.45721,7645589938.16376,10218170096.3974,8470089992.52319,8635260014.534,8362700039.38675,9579330109.35783,9155139966.01105,6851620030.40314,8283430050.84991,11141769944.191,8900739902.49634,9062279916.52489,8258009923.93494,8687479964.73312,8259290054.32129,7596000011.44409,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,8168619789.12353,8903340034.00804,9122580015.65934,8709180085.65903,9732990055.12149,7306460050.91817,6076259909.2722,5338699992.33634,6388629905.19218,7104040022.78671,7431110190.34684,8209060081.41861,8037169915.54574,8134199984.61753,8419020093.7465,8699210156.82818,8379129916.89145,8366110050.81237,8908439924.11904,9352060030.78819,9938270100.77239,9191389853.20926,11388440123.6419,10694689770.1118,10494030114.4719,9749269979.49556,8647739941.70875,7918999902.66562,9917310056.20958,10568770142.0784,9827159999.37058,9321609980.58319,8880369948.38714,7826530123.71064,6986089945.79316,9339970104.21754,7860699993.13355,7994080020.90454,7386040048.59925,8925300104.8565,8463259980.20173,6022250020.02717,7555860051.1551,10375979936.5997,8120079910.27832,8182949927.09161,7479339903.83148,7750809976.57776,7447720048.90442,6612550014.49585,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,180189994.812012,134760002.13623,120739997.86377,177929992.675781,190910003.662109,245739997.86377,318150001.525879,419120010.375976,257639999.389648,211390007.019043,164579998.016357,266100006.103516,153119995.117188,175629997.253418,75510002.1362305,134949996.948242,85699997.9019165,74510000.705719,71490000.7247925,61769997.5967408,79609998.7030029,300310005.664825,520920002.460479,392279994.9646,533620002.746582,606779999.732971,645149993.896485,684519992.828368,815470008.850098,1101519996.64307,829740001.678467,1079420005.79834,798539993.286133,1039099978.44696,1040269999.50409,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Europe & Central Asia,ECS,1698000037.1933,2860640043.49709,2850810003.28064,2738520044.68441,1941309984.56478,1865610000.61035,2206550056.69594,1672389964.1037,1319329947.47162,1376419958.11462,1075219963.07373,1341870011.32965,1589389953.61328,1100610000.61035,636950012.207031,541090005.874634,1021820013.99994,760820012.09259,577309992.790222,1587379951.95389,2519660072.32666,2064080005.64575,1780669988.6322,1103349981.78482,828439991.950989,785919984.817505,935829967.737198,844610028.028488,651760006.904602,506689996.26115,5510130064.73519,13496129942.1284,11504639907.9654,14308290128.7079,14068119790.0772,14906419828.2957,11832269965.1718,10499460057.497,13017219975.1139,17267869885.2062,17303080005.6458,15756110163.6887,16714449987.9628,13626400064.8558,13990599999.1,5587299900.05493,6815499965.66772,6023410083.77075,6955040027.61841,7659030044.55566,7065479942.32178,9610910099.02954,9644939976.6922,8427200073.71902,9676779899.59717,9158609844.6846,10459730030.0598,10238769981.3843,7666450116.15753,7673570003.50952,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Europe & Central Asia (excluding high income),ECA,1463160034.17969,2674550048.82813,2714880004.88281,2612420043.94531,1757979980.46875,1753970001.2207,2179370056.15234,1392349964.14185,1143789947.50977,1190939964.29443,816089965.820313,1127470009.80377,1338409957.88574,952630004.882813,410480010.986328,287860008.239746,631420013.427734,312880002.02179,307229995.727539,1373439949.03564,2173590076.44653,1752050003.05176,1525609994.88831,872099985.122681,589869997.97821,496799991.607666,731889972.686768,642760025.024414,475880007.743835,309929999.846965,2845660009.15505,6926079885.19408,5842649936.07998,8478490043.64013,7813209922.79053,7581409912.10937,7224659980.77393,6704260084.15222,8038969950.67596,10499440021.5149,10280250000.9537,9944040181.15998,11889370033.741,8563429999.91775,8735060086.28011,5445659900.66528,6596979961.39526,5859390079.49829,6733370029.44946,7500410049.43848,6938019943.2373,9610910099.02954,9644939976.6922,8427200073.71902,9676779899.59717,9158609844.6846,10459730030.0598,10238769981.3843,7666450116.15753,7673570003.50952,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,1041339965.82031,1133010009.76563,1141949951.17188,378929992.675781,189130004.882813,201570007.324219,521580017.089844,322690002.441406,454250000,1463199951.17188,2219580078.125,1790880004.88281,1543369995.11719,858109985.351563,581559997.558594,465459991.455078,691409973.144531,578650024.414063,401660006.523133,238059997.100383,5025580068.35916,9489000005.43335,7351769921.43132,7941580116.27198,8830289840.69824,11341809883.1177,8247579994.20166,7038710039.13881,8424799968.71948,12470129878.9978,13015280006.4087,12260370140.0757,12886359970.0928,10645840070.7245,11149330038.0707,5508469897.2702,6480269954.6814,5690070079.80347,6596740024.56665,7253920036.31592,6844889934.5398,9427080095.05273,9444209972.3816,8196960079.19312,9450729894.63807,8993039844.51294,10318510034.5612,10082339984.8938,7501140113.83057,7441910007.47681,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,European Union,EUU,..,..,..,..,..,..,..,..,..,..,180189994.812012,134760002.13623,120739997.86377,177929992.675781,190910003.662109,245739997.86377,318150001.525879,419120010.375976,257639999.389648,211390007.019043,164579998.016357,266100006.103516,153119995.117188,175629997.253418,75510002.1362305,134949996.948242,85699997.9019165,74510000.705719,71490000.7247925,61769997.5967408,2607660049.43848,6611200081.34842,3559479944.47685,2696589977.26441,4242299919.12842,5392329888.34381,3221709945.67871,2982169944.76319,3955010040.2832,4719849990.84473,5569000057.22046,5714450004.57764,3981960006.71387,4668570010.18524,5349859980.5832,141639999.389648,218520004.272461,164020004.272461,221669998.168945,158619995.117188,127459999.084473,259999.990463257,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,5259039905.54809,5413220036.07452,6199740001.79767,7765639948.88217,11819929990.8057,12480499831.9745,11772889981.6275,13234279891.9678,13064400059.0127,16196730099.082,16477140027.8807,17223359970.9272,16012859977.3049,14925509910.3451,14845489899.8738,17028159960.7468,15051309861.3024,15063679905.1762,13807610025.9107,13554409854.8889,15557449783.4742,14530719969.213,13640089935.6157,13652140124.4998,15873419874.0125,12194369942.2069,11489969928.3764,11312539988.935,11388789942.7414,10597990041.7328,10923379998.2071,14056269981.3843,18790229936.5997,26343369956.9702,25054109881.4011,54151900301.9333,46068379920.9595,37682119644.165,38795450464.2487,36747109994.8883,38737200269.2223,38112680227.2797,35980129713.0585,41471759922.0276,38777490190.506,41402890213.0127,47676409748.0774,53621100162.5061,57900519681.9306,59747219619.751,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,5995429947.37625,6258240027.94921,6421790004.3726,6743439950.02657,9612410071.37299,11390439929.0085,10472090003.9673,11313769964.2181,13108179934.5016,15086170011.0436,15663299981.1173,16024279839.5157,16920119851.1124,16804320191.3834,18002809767.7231,20416079898.8342,20650219895.1244,20164049918.4132,21449599980.5927,22314919799.8047,23483179949.7605,23931849990.8447,23345049979.5675,21674060081.4819,23773589916.2293,21292449939.7278,18535679931.6406,17735319915.7715,18023909969.3298,17227899976.7304,17310600076.6754,21546400024.4141,26668709865.5701,30741280107.4982,29687509819.0308,30340949846.2677,33326470071.7926,35240299888.6108,36358220046.9971,41817130012.5122,44047890144.3482,42031120418.5486,40973080032.3486,38950549827.5757,36633570396.4234,39265490329.7424,38759249752.0447,41369719726.5625,40691689777.3743,44671709880.8289,..,..
